[blocking test automation] Viewer Crashing if we try to submit formvalues using javascript method submit().;blocker
Garbage characters in form list boxes.;blocker
Views that have visibility hidden still eat events;blocker
[BLOCKER]Need architecture for focused text widget;blocker
navigator.javaEnabled() is always false;blocker
[BLOCK] Native Gtk combobox is a grey rectangle, unusable;blocker
[PP] Crash entering any URL in URL Bar and pressing enter;blocker
Parser hangs on External DTDs don't have doctype declaration header;blocker
Need to turn on XML_DTD flag to enable external DTD support in expat;blocker
Changing window to be a box and autosizing is cause bizarre behavior for dialogs;blocker
What's Related in Sidebar is broken;blocker
iframes don't display at all in xul loaded with CreateTopLevelWindow;blocker
[PP]crash on startup on linux;blocker
Need a cookie project on Mac;blocker
Page Reload doesn't work;blocker
window.open opens multiple windows with the same window name;blocker
Shift_JIS to Unicode conversion failure;blocker
[BLOCKER] XUL keybindings trigger action even when control key is not pressed;blocker
GFX widgets: adding content to empty combo boxes causes strange layouts;blocker
XUL-based UI: fail to render non-English text in menu & menuitems;blocker
crash on load;blocker
Linux/Slackware: undefined iostream symbols, app won't start;blocker
[BLOCKER] Need to be able to access attributes and methods of xpconnect-wrapped DOM objects in JavaScript;blocker
crash when starting apprunner (debug build June 29);blocker
[Blocker] Wallet resetting form values.;blocker
Controls don't work with API.xs;blocker
[PP][blocker]The correct frame is not found when window is scrolled;blocker
[Blocker]HTTP charset does not work;blocker
Need API to determine Screen chrome;blocker
crash when I type in the URL bar or in the text area in the password dialog;blocker
[PP][BLOCK]ender/wallet -- select ONCHANGE handler failures;blocker
Tree does not handle dynamically added treeitems (rows) when scrollbar turned on;blocker
Dialogs with tab widgets do not handle intrinsic sizing;blocker
Box needs scrollbar;blocker
[BLOCKER] Crash when selecting item in context menu;blocker
[BLOCKER] Can't connect context menu to browser content window;blocker
[BLOCKER] Need to implement nsIStatefulFrame.h for form elements;blocker
[BLOCKER] Need hack to ignore absolute window X,Y on screen;blocker
JavaScript code not executed if a form appears first in the page;blocker
[Blocker]The Generated content's frame doesn't update when content changes;blocker
Clicking in the Location Bar hangs the Linux client.;blocker
sched: Tree column resizing;blocker
[BLOCKER] Modal dialogs cannot accept input;blocker
sched: [PP] [DOGFOOD] nsIWidget::CaptureMouse not implemented;blocker
[BLOCKER] XUL Popups need to be rewritten using xp-menu code;blocker
[Perf] small gif in background makes page VERY slow;blocker
xpscrollbars don't work on mac;blocker
Back/Forward not functional;blocker
[DOGFOOD][BLOCKER] [Regression] Can't reply to messages using html;blocker
scrolling in sidebar bookmarks crashes;blocker
line breaks within script and style elements not counting;blocker
Compilation error in GtkMozillaContainer.cpp;blocker
Cannot set bugzilla target-milestone combobox;blocker
SELECT has the first option selected when it should have none;blocker
[BLOCKER][CRASHER][TESTCASE] Having <select></select> without options inside crash application.;blocker
[PP][Mac][BLOCKER]gfx rendered drop-down lists don't get placed 'on top';blocker
[PP] hitting RETURN in open location dialog fails;blocker
"nsAutoString ucs2(CBufDescriptor(""ucs2"", PR_TRUE, strlen(""ucs2""))) crashes";blocker
xpcom/proxy addref/release problem. was:window.confirm() crashes.;blocker
CSSLoader::LoadAgentSheet - failed to get converter stream;blocker
crash on clicking radio button;blocker
[DOGFOOD][CRASH] assertion when exiting page with image;blocker
