132564,Autophone - failing to run jobs beginning 2016-12-22,blocker 
9249,intermittant core dumps on Redhat 7.1,blocker 
161288,Potential regression in NSS 3.49.2/3.47.1 when creating keypair as token object (using sqllite NSS db),blocker 
19848,OS/2 won't build,blocker 
1288,Controls don't work with API.xs,blocker 
100590,binding textures sometimes takes a long time,blocker 
22152,JS Script.thaw is a security hole,blocker 
29039,Deer Park - Software Update,blocker 
48725,sftkmod.c uses POSIX file IO Functions on WinCE  which doesn't have them,blocker 
43195,Improve DES and SHA512 for x86_64 platform,blocker 
48725,sdb.c uses POSIX file IO Functions on WinCE  which doesn't have them,blocker 
104175,Empty APZ test data buckets accumulate  using up memory  even when APZ test logging is pref'd off,blocker 
48367,Permission denied for <http://localhost:7080> to call method UnnamedClass.handleEvent@XPCSafeJSObjectWrapper.cpp:445.0,blocker 
50748,NSS 3.12.3 (and later) doesn't build on AIX 5.1,blocker 
13321, --enable-ctl bustage,blocker 
44988,Stop using mozIStorageConnection::GetLastInsertRowID,blocker 
19465,OS/2 - cannot load any page,blocker 
133411,NSS 3.28 regression in signature scheme flexibility  causes connectivity issue between iOS 8 clients and NSS servers with ECDSA certificates,blocker 
9661,Multiple XBL interface implementations not allowed by binding manager,blocker 
104432,b2g crashes during closing IPC channel,blocker 
33674,Key navigation (and all shortcuts) broken on webpages,blocker 
31190,Oracle Jinitiator Plugin no longer loads,blocker 
156989,Allow for Fluent files that are not ready for localization,blocker 
33111,SSL3   extended   tests all failing on Windows Tinderbox,blocker 
103152,b2g crashes during boot during receiving call,blocker 
134128,Autophone - autophone-3 is down 2017-02-20,blocker 
42327,Fix storage API to not break old behavior,blocker 
134128,Autophone - remove vantek hub from autophone-1,blocker 
159089,Compiling on Mac fails with cubeb-coreaudio-rs updates from bug 1589514 (coreaudio-sys  failed to execute compile),blocker 
3569,[feature] Autocomplete popup menu steals key events,blocker 
75377,[VC8] gfx/2d/Factory.cpp compilation fails since bug 732985 landed,blocker 
33111,Layout module should not shut down until all documents have been released,blocker 
41662,docshell navigation tests intermittently failing with NS_ERROR_XPC_BAD_OP_ON_WN_PROTO,blocker 
103895,potential b2g memory leak which is causing OOM killer to kill b2g.,blocker 
136766,No longer possible to create a useful debug build,blocker 
159473,test-android-em-7.0-x86_64/opt-geckoview-xpcshell-e10s-1 is perma-fail under new packet deployment,blocker 
150385,toolkit/modules/tests/xpcshell/test_CreditCard.js will permafail in January,blocker 
156043,Build failure with js shells on Windows,blocker 
29553,Bump app.extensions.version to 1.0+ for pre-1.1 releases,blocker 
5413,NSS tools need to be built with the -z and +s linker options.,blocker 
9483,[xlib] xlib port fails to build [nsDeviceContextXlib.cpp:71: `mPaletteInfo' undeclared],blocker 
97522,SMS scroll FPS  regressed in FFOS v.1.3,blocker 
140658,Windows 7 reftests permafailing like autocomplete-1.xul == autocomplete-ref.xul | image comparison  max di,blocker 
51544,Creating popup windows incorrectly interprets aNativeParent as an NSWindow when ui.use_native_popup_windows is turned on,blocker 
19032,crash in nsJARChannel.cpp when launching calendar,blocker 
10405,RSA WITH AES ciphers fail on AIX,blocker 
155531,The case insensitive file system on Windows makes it possible to run Firefox with seemingly different installation paths,blocker 
132031,Windows build failure - xul.dll fails to link due to: error LNK2019: unresolved external symbol   __declspec(dllimport) bool __cdecl MozStackWalk,blocker 
163314,build bustage 2020-04-25: nsAbView.cpp:298:25: error: no viable conversion from 'mozilla::NotNull<elem_type *>' (aka 'NotNull<AbCard **>') to 'DebugOnly<bool>',blocker 
144959,[snap] Searching for any webpage immediately produces 'Gah. Your tab just crashed.',blocker 
29733,HTML Editform TextView (textarea) appears to truncate at 4096 characters.,blocker 
55948,DevTools Console front end design and mockups,blocker 
12837,Reloading login page let user into Siebel app without logging i,blocker 
17753,checkins in ckfw broke linux build,blocker 
53209,middle delete removal patch causes one failing mochitest-browser-chrome test on Windows and intermittent leak test asserts,blocker 
103155,b2g crashes during enabling data connection,blocker 
17446,PK11_TokenKeyGen's attribute template is too small,blocker 
133261,Perma failure in document-fullscreen-enabled.html | Document.fullscreenEnabled - assert_true: top-level document expected true got undefined when aurora moves to beta 52,blocker 
39540,OBJ_FOCUS events no longer fired in context menus (effective August 31  2007),blocker 
75712,Remote debugging is possible even when disabled if netmonitor is enabled,blocker 
80013,setting   devtools.debugger.force-local   to false breaks Marionette in b2g,blocker 
12762,Print preview wants to use more than one print device context in some cases,blocker 
106254,DeviceStorageFile::CalculateSizeAndModifiedDate crashes b2g process,blocker 
17498,1.2b sucks and won't get localization - missing .dtd updates for locale version number,blocker 
103361,Applications (e.g. homescreen) can fail to start if the preallocated process is in the process of dying,blocker 
17371,NSS crashes in OCSP,blocker 
9051,distributed stress test broken,blocker 
2088,LDAP ADD: Protocol Error / random core with PerLDAP,blocker 
41487,Startup fatal assertion when gczeal == 2,blocker 
48552,Rename the _X86_ macro in lib/freebl,blocker 
70953,Addons Manager tests should have AMO-related prefs reset after each test to disallow network access,blocker 
124713,Autodesk - When Angle is enabled  the rendering flickers,blocker 
96758,[b2g][tarako] keyboard audio is delayed or missing on tarako,blocker 
124713,Autodesk - Sometimes rendering is completely broken  seems to be video card/driver specific?,blocker 
30531,[FIX]###!!! ASSERTION: module already initialized: '!gInitialized' when starting SeaMonkey,blocker 
143683,Remove slog dependency,blocker 
9513,DSA private key storage/retrieval not working for certain public key values,blocker 
33782,Profile Manager completely horked,blocker 
11536,fips tests: pk12util failures in backwardcompatibility tests,blocker 
12329,signtool doesn't like certutil object signing certificates,blocker 
47350,softoken's C_Initialize and C_Finalize should succeed after a fork in a child process,blocker 
11049,3.3.2 certutil coredumps at Creating CA Cert,blocker 
9335,Existing sockets do not forward notification to nested events,blocker 
6084,onLoad event in simple document fails,blocker 
8874,nsCRT::atoi should be removed or fixed,blocker 
103236,Change gralloc buffer's key to 64bit,blocker 
154897,[meta] All extensions disabled due to expiration of intermediate signing cert,blocker 
9515,PK11_DeleteTokenCertAndKey does not delete key,blocker 
57310,JS/DOM Object Introspector,blocker 
12510,Need to update Mac project file for the renamed files,blocker 
57310,Implement WebConsole Network Panel,blocker 
142430,Crash reporting is broken on Fennec,blocker 
133777,Audio/video on Ciscospark is not working,blocker 
81374,WebRTC unit tests break the build with --enable-shared-js,blocker 
94993, -DNO_NSPR_10_SUPPORT results in failed compilation of loader.c on HP-UX,blocker 
29918,[FIX] CSS position:relative on input tag within fieldset tag crashes browser in [@ nsCSSFrameConstructor::GetAbsoluteContainingBlock],blocker 
18936,PK11_FreeSymKey clobbers token symmetric key,blocker 
48274,Enable building util independently of the rest of nss,blocker 
73976,Empty graphics blocklist fields should not generate no nodes instead of empty XML nodes,blocker 
134085,Autophone - autophone-2 is down 2017-02-18,blocker 
49938,DRBG Reseed function needs to be tested on POST,blocker 
46457,nsNavHistory trying to access already-deleted statement [tinderbox leak box random crash],blocker 
16735,non-inline document.write does not work in builds after 090522,blocker 
5420,Command dispatcher needs to be independent from XUL,blocker 
138028,Perma failure when 56 merges to beta in  test_chrome_ext_contentscript_telemetry.html | Data recorded for first extension for histogram: WEBEXT_CONTENT_SCRIPT_INJECTION_MS.,blocker 
148575,No symbolication in Fennec Android Nightly since Aug 14,blocker 
32710,With ECC enabled  servers negotiate _DHE_ cipher suites,blocker 
52499,Fix clearUserPref usage  back out no-throw change to prefbranch,blocker 
11616,Crash during web server GAT,blocker 
92410,Retrieved objects from the datastore API cannot be modified and they are empty,blocker 
19962,Building Mozilla 1.3 on IRIX with MipsPRO 7.4 fails,blocker 
82580,Memory leak in Marionette when calling execute_script() in CONTENT context,blocker 
104929,b2g process crashes while calling select(),blocker 
22164,regression: escape sequences in pref name not handled correctly,blocker 
130964, -99.8% performance regression in Firefox Nightly in In Limbo WebGL 2 demo on August 3rd (in emunittests suite),blocker 
32967,[FIX]Persist seems to let any page set any persist value,blocker 
138030,Perma Bustage when Gecko moves to 56 in nsDeviceContextSpecWin.h(30): error C2039: 'PDFViaEMFPrintHelper': is not a member of 'mozilla::widget',blocker 
121953,MY HTML FORM not submitted and javascript not working,blocker 
98811,[tarako] touch event filtering can get stuck when up/down actions are unbalanced,blocker 
24238,Trunk build failure in nsObjectFrame.cpp,blocker 
13511,Networking-related compilation errors in ptio.c,blocker 
33633,memory leaks in freebl with ECC and RSA cipher suites (CVE-2006-3127),blocker 
51399,mochitest-plain hanging during shutdown,blocker 
103060,vertical homescreen uses 9MB of additional KGSL,blocker 
25646,IME system is broken,blocker 
42184,Breakpad continually sends the same crash report over and over until you manually stop it,blocker 
59080,Locking Disk Cache Size to 250MB,blocker 
59746,Web Console scrolls to top when (at least) a filtered network event occurs,blocker 
29358,Wrong items are selected in dropdowns,blocker 
102216,[flame] High overdraw prevents us from using hardware composer,blocker 
69960,PKITS tests need to pass certdb password to crlutil command,blocker 
29154,regression crash in certutil when request has no attributes,blocker 
8264,IRIX/gcc build core dumps in nsinstall,blocker 
153800,[ZDI-CAN-8374] Sandbox escape: XUL injection in language pack,blocker 
122620,Crash when Hello link-clicker join a room with gUM running in content process,blocker 
161327,TREES CLOSED - Expired PSM test certificates.,blocker 
83529,Build failures: intel-gcm.s Error: `foo` is not supported on `opteron',blocker 
16662,SSL cipher coverage test fails in backward compatibility testing,blocker 
11747,[Xlib] Crash in HandleQueueXtProc(),blocker 
129712,Autophone - UnitTests busted failing to start servers,blocker 
8009,nsSupportsStringImpl tries to memcpy to nsnull,blocker 
5885,this.selectionStart is broken in XBL handler for textarea ,blocker 
18250,[1.2 branch] parser bugs due to bug 167493,blocker 
46998,Add SEED support to JSS.,blocker 
1917,Need Truncate() call in nsFileSpec for fur's cache work,blocker 
83505,intel-gcm.s fails to compile with clang 3.2,blocker 
51581,crash at js3250.dll!nanojit::CodeAlloc::alloc,blocker 
119575,Crash when adding a contact in Firefox Hello with debug build,blocker 
13284,Transformed docs lack the DOCTYPE  detect the MathML namespace,blocker 
40266,crash in PR_Socket with IPv6 emulation on VMS and WinNT,blocker 
153854,Crash in [@ mdb_cursor_put],blocker 
16689,Changing trust on a token cert causes a failure.,blocker 
146123,No repaint after removing an element that has `position: fixed` (exact Firefox build is known),blocker 
31127,crmftest core dumps on HP-UX,blocker 
124184,Assertion failure: isEmpty()  at dist/include/mozilla/LinkedList.h:328,blocker 
122238,./mach marionette-test fails due to   ImportError: cannot import name startTestRunner  ,blocker 
57214,segfault while running mochitest with messageManager.loadFrameScript(),blocker 
11595,crash in CERT_NewTempCertificate,blocker 
130379,Beta mochitest(5) failing with test_ext_webrequest.html | Test timed out.,blocker 
31896,Implement DSA algorithm tests for FIPS 140-2 validation,blocker 
53605,Cannot use IME on subframes (e.g.  iframe),blocker 
48537,crash  bus error due to unaligned access in pkix_pl_OcspResponse_Create,blocker 
46105,Thunderbird and Sunbird build failure with --enable-official_branding,blocker 
101401,[Meta] Emscripten/WebGL game running too slow in 1.4,blocker 
121138,Crash in nr_ice_candidate_mark_done when setting up WebRTC calls,blocker 
130124,extension will close native client and  sub processes those native client created,blocker 
121983,Autophone - phonedash.mozilla.org is down,blocker 
33408,crashes due to null mBodyContent in nsImageDocument::CheckOverflowing [@ nsStyleContext::GetStyleData],critical 
119014,Stagefright: crash [@mp4_demuxer::Moof::ParseTraf],critical 
158617,Out-of-bounds write when passing an output buffer smaller than the block size to NSC_EncryptUpdate,critical 
68454,Crash [@ LocationSetterGuts],critical 
29900,Going back from a XUL error page does not restore form data,critical 
3942,SUNWspro5.0 bustage with new string APIs,critical 
25395,Assertion failure at jsemit.c line 3034,critical 
143385,Crash in mozilla::ipc::MessageChannel::Close,critical 
123955,Listener IPC message handlers are added twice for Marionette  causing test_selected.py (and others) to fail on e10s,critical 
144051,Hit MOZ_CRASH(No code segment at this tier) at js/src/wasm/WasmCode.cpp:885,critical 
151014,Assertion failure: arena->bufferedCells()->isEmpty()  at js/src/gc/GC.cpp:2433 with recomputeWrappers,critical 
137958,stylo: Crash in geckoservo::glue::Servo_StyleSet_FlushStyleSheets,critical 
53504,Crash [@ nsContentUtils::IsInSameAnonymousTree],critical 
158643,Crash in [@ js::XDRDecoder::~XDRDecoder],critical 
160563,Assertion failure: UncheckedUnwrap(weakRef)->is<WeakRefObject>()  at builtin/WeakRefObject.cpp:217,critical 
59187,Windows screen readers are broken due to post-130078 changes in the native widget structure,critical 
80384,WebRTC crash [@webrtc::TraceImpl::AddMessageToList],critical 
126797,crash in atiumdag.dll@0x6d4a7 (atiumdag.dll | atiu9pag.dll | TrimNotificationCallback),critical 
127411,crash in tosqep.dll/tosqep64.dll (toshiba av library) 1.0.10.1224,critical 
135705,Crash in `anonymous namespace''::setup_wasapi_stream_one_side<T>,critical 
51481,Crash [@ js_IsAboutToBeFinalized] or [@ js_GetGCThingTraceKind] with defineSetter  eval  for...in,critical 
12825,Cannot get SSL trust for a CA residing on  PKCS#11 module,critical 
143923,Assertion failure: Integer input should be equal or higher than Lowerbound.  at js/src/jit/MacroAssembler.cpp:1926,critical 
124723,UAF in Cameras Shutdown on channel errors,critical 
145126,Assertion failure: framePtr->hasCachedSavedFrame()  at js/src/vm/SavedStacks.cpp:1397 with Debugger,critical 
79898,[b2g] Crash when opening an inline Activity,critical 
8166,Embedding client needs to have focus on intial startup,critical 
1869,Fix xptcall code,critical 
34714,blocklisting broken sometime after implementation,critical 
140237,heap buffer overflow in VertexBuffer9 (ANGLE),critical 
135347,Crash in mozilla::camera::CamerasParent::IsShuttingDown,critical 
161613,getProgramParameter(ATTACHED_SHADERS) always returns 2,critical 
57472,New Title bar breaks Aero Snap / Aero Shake,critical 
137702,Intermittent test_quit_restart.py TestServerQuitApplication.test_attempt_quit test_device_reset.html | application crashed [@ mozilla::storage::Service::Observe(nsISupports * char const * char16_t const *)],critical 
138752,Crash in webrtc::NetEqImpl::InsertPacketInternal,critical 
112717,crash in OOM | large | mozalloc_abort(char const* const) | mozalloc_handle_oom(unsigned int) | moz_xmalloc | stagefright::MPEG4Source::start(stagefright::MetaData*),critical 
132813,Assertion failure: fallibleScope_ ([OOM] Cannot allocate a new chunk in an infallible scope.)  at js/src/ds/LifoAlloc.cpp:105,critical 
139955,Crash in mozilla::a11y::DocAccessible::DoInitialUpdate,critical 
147942,Crash [@ js::GetSuccessorBytecodes] or various assertions with Debugger,critical 
115251,Recipient autocomplete wrongly considers last mouse-hovered contact from results dropdown   selected   and then uses that unintended  random recipient upon blur (via Tab  Enter  or when moving to subject or body),critical 
122778,Crash creating RTCPeerConnection,critical 
11878,[viewpoint.] right mouse click handled by windowless plugin still causes popup context window to pop up,critical 
158515,Assertion failure: [barrier verifier] Unmarked edge: JS Object 0x23dba68d3040 'hashmap key' edge to JS String 0x23dba68a31a0  at js/src/gc/Verifier.cpp:388,critical 
152115,ARM64 Baseline missing ICache invalidation somewhere,critical 
21146,Crash turning on JA IME on Mac 10.1 [@ Kotoeri],critical 
8807,Active Accessibility: Crashes occur with Immersion Desktop 2.1.6,critical 
88039,Never-ending 'callschanged' events while SIM card not present,critical 
150477,Crash in shutdownhang | mozilla::SyncRunnable::DispatchToThread,critical 
52557,null dereference topcrash [@ nsJSContext::InitContext(nsIScriptGlobalObject*)],critical 
158515,Assertion failure: newCapacity < capacity_  at js/src/gc/Nursery.cpp:1529,critical 
160768,Crash [@ JS::BigInt::hash() const] with uninitialized memory,critical 
147917,Crash in mozilla::layers::IMFYCbCrImage::GetTextureClient,critical 
58394,  Assertion failure: JSVAL_IS_DOUBLE   with XBL  mangled __proto__,critical 
157722,Assertion failure: inhibitNops_ && (isPoolEmptyFor(InstSize) || canNotPlacePool_)  at js/src/jit/shared/IonAssemblerBufferWithConstantPools.h:1121 with Baseline Interpreter on the stack,critical 
159847,MOZ_CRASH(  Origin must be available when deserialized  ) impedes fuzzing,critical 
141645,js/src/gc/Verifier.cpp: error: ‘DumpObject’ was not declared in this scope,critical 
19456,Creating two instances of the XULPrototype Cache,critical 
157696,thread '<unnamed>' panicked at 'assertion failed: `(left == right)`   left: `68`   right: `64`: Invalid registers for REX-less Op1 encoding'  third_party/rust/cranelift-codegen/src/isa/x86/binemit.rs:75:5,critical 
126234,crash in RtlpWaitOnCriticalSection | RtlpEnterCriticalSectionContended | audioses.dll@0xccee,critical 
160564,Crash [@ js::ToBooleanSlow(JS::Handle<JS::Value>)] or Assertion failure: v.isObject()  at builtin/Boolean.cpp:172,critical 
147482,Crash in mozilla::dom::ServiceWorker::Create,critical 
56013,ImplicitConvert might pass null baseType to CType::TypesEqual,critical 
23476,[FIXr]Crash by invalid Content-Style-Type on typing Enters in textarea [@ nsSelection::GetFrameForNodeOffset ],critical 
50765,TM:   Assertion failure: obj == cx->fp->scopeChain  at ../jstracer.cpp   with eval  for  function  defineSetter,critical 
143360,IPC: global-buffer-overflow crash [@nsStandardURL::SegmentIs],critical 
138010,stylo: Crash in do_QueryFrame::operator<T> nsIAnonymousContentCreator*,critical 
33460,[FIX]ASSERTION: Reparenting something that has no usable parent? Shouldn't happen!: 'Not Reached',critical 
53325,  Assertion failure: hasMethodBarrier()   with ckeditor,critical 
158721,Crash in [@ mozilla::layers::DIGroup::ClearImageKey],critical 
158900,Hit MOZ_CRASH(*** Zone mismatch 0x7f7ec2bc3000 vs. 0x7f7ec2527000 at argument 0) at js/src/vm/JSContext-inl.h:49,critical 
93978,TSan: data race nsprpub/pr/src/pthreads/ptthread.c:137 _pt_root,critical 
24449,[FIX]Crash when   :before   having URL with wrong document base element [@ nsCSSFrameConstructor::CreateGeneratedFrameFor  ],critical 
142593,Crash in @0x0 | nsScreenAndroid::GetDensity,critical 
162484,ThreadSanitizer: data race [@ baseUnowned] vs. [@ updateEdge<js::BaseShape>],critical 
129869,EnsureNextIteration() may leave MediaStreamGraph asleep,critical 
20455,CA cert with unusual extension in email signature causes crash.,critical 
7937,PAC: crash or app failure when Proxy type = PAC. - Trunk [@ nsDocShell::DoURILoad],critical 
30797,testcase crashes at [@ nsHTMLFramesetFrame::Reflow],critical 
50663,PreAllocator_Create should not call PreAllocator_Destroy with a reference to stack local PreAllocator prebuffer,critical 
116225,WebRTC H264 regression in packetization,critical 
155597,Assertion failure: !node->isEmptyScope()  at js/src/frontend/FullParseHandler.h:484 with class,critical 
26574,browser crashes some times when loading gmail and loading another tab [@ js_Interpret],critical 
119118,  Assertion failure: mCertificate   in mozilla::PeerConnectionImpl::GetFingerprint,critical 
40807,out of bounds read in BMP decoder can lead to information disclosure,critical 
47591,crash when click on upper right hand corner search box of facebook [@ TraceRecorder::set],critical 
147073,Crash [@ mozilla::LinkedListElement<js::jit::IonBuilder>::setNextUnsafe] or Hit MOZ_CRASH(Tried to access a protected region!) with evalInWorker,critical 
35738,js_SweepScopeProperties can leave a JSScopeProperty with dangling parent pointer,critical 
127489,Abort in mozilla::MediaSourceDemuxer::GetTrackDemuxer,critical 
135681,Crash in mozilla::places::Database::ForceCrashAndReplaceDatabase,critical 
52558,crashes [@ AffixMgr::suffix_check(char const*  int  int  AffEntry*  char**  int  int*  unsigned short  unsigned short  char)] - [@ AffixMgr::isRevSubset(char const*  char const*  int) ],critical 
148404,Crash in OOM | unknown | NS_ABORT_OOM | bool `anonymous namespace'::StringBuilder::ToString called by nsContentUtils::SerializeNodeToMarkup(),critical 
52532,Crashes in gif decoder [@ xul.dll@0x348945][@ xul.dll@0x348864][@nsGIFDecoder2::GifWrite(unsigned char const*  unsigned int)],critical 
138139,stylo: Crash in nsFrameManager::RemoveFrame,critical 
133019,SEGV near null in [@ Get],critical 
140622,stylo: thread '<unnamed>' panicked at 'called `Option::unwrap()` on a `None` value' in [@ style::stylist::Stylist::compute_style_with_inputs],critical 
162638,AddressSanitizer: use-after-poison [@ __asan_memmove] with READ of size 16,critical 
19124,[FIX]Crash [@ nsObjectFrame::GetDesiredSize] when object is fixed pos,critical 
150350,Crash in nsTSubstring<T>::Assign | mozilla::net::TRR::TRR,critical 
32769,Crash [@ JS_GetClass] called from nsDOMClassInfo::PostCreate,critical 
157441,Differential Testing: Different output message involving TypedArrays,critical 
48411,Must escape DER DNS names when converting to zStrings,critical 
69121,crash nsXMLPrettyPrinter::Unhook    I believe document.replaceChild (in bookmarklet) crashes FF 7.x,critical 
143745,Assertion failure: off.assigned() && offset >= 0 && unsigned(offset) < size()  at js/src/jit/shared/IonAssemblerBuffer.h:379,critical 
131585,Assertion failure: (ptrBits & 0x7) == 0  at dist/include/js/Value.h:671,critical 
159720,Assertion failure: srcOffset >= bytes  at js/src/wasm/WasmBaselineCompile.cpp:1810,critical 
160027,Crash [@ js::irregexp::RegExpCapture::min_match] with stack space exhaustion in worker,critical 
120731,ASan: SEGV at NULL in MozPromise,critical 
161716,Assertion failure: isMemberExpression || isCallExpression (Unknown ParseNodeKind for OptionalChain)  at frontend/BytecodeEmitter.cpp:7801,critical 
161742,Crash in [@ mozilla::layers::WebRenderBridgeParent::AddPendingScrollPayload],critical 
31617,crash [@ nsWindowSH::GetProperty 3336da4c] when sending mail,critical 
143438,AddressSanitizer: BUS on unknown address 0x000000000000 [@ __asan::asan_free] with clobbered bp involving StructuredClone,critical 
6376,selection is way too slow  makes browser seem hung on large documents,critical 
131508,Crash in igd11dxva64.dll | ntdll.dll@0x65e6f or igd11dxva64.dll | kernelbase.dll@0x175fe,critical 
128257,GMP crash in mozalloc_abort | NS_DebugBreak | mozilla::gmp::PGMPVideoDecoderChild::Write,critical 
23553,Crash while opening the Downloadmanager,critical 
141544,Crash in mozilla::detail::log_test called from OnMediaSinkVideoComplete(),critical 
142644,Crash in webrtc::SimulcastRateAllocator::GetAllocation,critical 
32974,Content injection spoofing with a space before colon in HTTP header,critical 
53096,Taskbar tab preview crashes [@ mozilla::widget::WindowHook::Lookup(unsigned int)] in Firefox 3.6 at TabPreview destruction,critical 
140315,Crash in mozilla::dom::PerformanceNavigationTiming::Type,critical 
133864,Crash in js::jit::BacktrackingAllocator::hasFixedUseOverlap,critical 
153755,Crash in [@ mozilla::dom::CompareSimpleTextTrackEvents::LessThan],critical 
11598,Trunk regular crashes at startup in zip inflation code [@ inflate_blocks_reset][@ inflate_codes],critical 
155854,Crash in [@ nsRangeFrame::GetValueAtEventPoint],critical 
144590,[regex] Assertion failure: xreg(28) == x28  at js/src/jit/arm64/vixl/MozSimulator-vixl.cpp:765,critical 
